section_number,title,division,subtitle,word_count,file_path
822,CLARIFICATION OF OTHER TRANSACTION AUTHORITY FOR INSTALLATION OR FACILITY PROTOTYPING.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",204,sec822_clarification_of_other_transaction_authority_for_installation_or_facility_protot.txt
823,EXTENSION AND REVISIONS TO NEVER CONTRACT WITH THE ENEMY.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",2180,sec823_extension_and_revisions_to_never_contract_with_the_enemy.txt
824,MODIFICATION AND EXTENSION OF TEMPORARY AUTHORITY TO MODIFY CERTAIN CONTRACTS AND OPTIONS BASED ON THE IMPACTS OF INFLATION.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",85,sec824_modification_and_extension_of_temporary_authority_to_modify_certain_contracts_an.txt
825,COUNTERING ADVERSARY LOGISTICS INFORMATION TECHNOLOGIES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",1320,sec825_countering_adversary_logistics_information_technologies.txt
50309,46 USC 50309 .  Securing logistics information data of the United States,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",459,sec50309_46_usc_50309_securing_logistics_information_data_of_the_united_states.txt
826,MODIFICATION OF CONTRACTS AND OPTIONS TO PROVIDE ECONOMIC PRICE ADJUSTMENTS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",143,sec826_modification_of_contracts_and_options_to_provide_economic_price_adjustments.txt
827,MODIFICATIONS TO EARNED VALUE MANAGEMENT SYSTEM REQUIREMENTS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS","Amendments to General Contracting Authorities, Procedures, and Limitations",188,sec827_modifications_to_earned_value_management_system_requirements.txt
831,EMERGENCY ACQUISITION AUTHORITY FOR PURPOSES OF REPLENISHING UNITED STATES STOCKPILES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Domestic Sourcing Requirements,249,sec831_emergency_acquisition_authority_for_purposes_of_replenishing_united_states_stock.txt
832,REQUIREMENT FOR FULL DOMESTIC PRODUCTION OF FLAGS OF THE UNITED STATES ACQUIRED BY THE DEPARTMENT OF DEFENSE.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Domestic Sourcing Requirements,263,sec832_requirement_for_full_domestic_production_of_flags_of_the_united_states_acquired_.txt
833,AMENDMENT TO REQUIREMENT TO BUY CERTAIN METALS FROM AMERICAN SOURCES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Domestic Sourcing Requirements,300,sec833_amendment_to_requirement_to_buy_certain_metals_from_american_sources.txt
834,ACQUISITION OF SENSITIVE MATERIAL PROHIBITION EXCEPTION AMENDMENT.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Domestic Sourcing Requirements,124,sec834_acquisition_of_sensitive_material_prohibition_exception_amendment.txt
835,ENHANCED DOMESTIC CONTENT REQUIREMENT FOR MAJOR DEFENSE ACQUISITION PROGRAMS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Domestic Sourcing Requirements,559,sec835_enhanced_domestic_content_requirement_for_major_defense_acquisition_programs.txt
841,PILOT PROGRAM TO ACCELERATE CONTRACTING AND PRICING PROCESSES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Provisions Relating to Programs for Accelerating Acquisition,193,sec841_pilot_program_to_accelerate_contracting_and_pricing_processes.txt
842,DEMONSTRATION AND PROTOTYPING PROGRAM TO ADVANCE INTERNATIONAL PRODUCT SUPPORT CAPABILITIES IN A CONTESTED LOGISTICS ENVIRONMENT.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Provisions Relating to Programs for Accelerating Acquisition,1056,sec842_demonstration_and_prototyping_program_to_advance_international_product_support_c.txt
843,SPECIAL AUTHORITY FOR RAPID CONTRACTING FOR COMMANDERS OF COMBATANT COMMANDS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Provisions Relating to Programs for Accelerating Acquisition,585,sec843_special_authority_for_rapid_contracting_for_commanders_of_combatant_commands.txt
851,ADDITIONAL NATIONAL SECURITY OBJECTIVES FOR THE NATIONAL TECHNOLOGY AND INDUSTRIAL BASE.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,73,sec851_additional_national_security_objectives_for_the_national_technology_and_industri.txt
852,DEPARTMENT OF DEFENSE MENTOR-PROTEGE PROGRAM.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,94,sec852_department_of_defense_mentor_protege_program.txt
853,MODIFICATIONS TO THE PROCUREMENT TECHNICAL ASSISTANCE PROGRAM.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,391,sec853_modifications_to_the_procurement_technical_assistance_program.txt
854,MODIFICATION OF EFFECTIVE DATE FOR EXPANSION ON THE PROHIBITION ON ACQUIRING CERTAIN METAL PRODUCTS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,60,sec854_modification_of_effective_date_for_expansion_on_the_prohibition_on_acquiring_cer.txt
855,EXTENSION OF PILOT PROGRAM FOR DISTRIBUTION SUPPORT AND SERVICES FOR WEAPONS SYSTEMS CONTRACTORS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,75,sec855_extension_of_pilot_program_for_distribution_support_and_services_for_weapons_sys.txt
856,PILOT PROGRAM TO ANALYZE AND MONITOR CERTAIN SUPPLY CHAINS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,354,sec856_pilot_program_to_analyze_and_monitor_certain_supply_chains.txt
857,DEPARTMENT OF DEFENSE NOTIFICATION OF CERTAIN TRANSACTIONS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Industrial Base Matters,91,sec857_department_of_defense_notification_of_certain_transactions.txt
860,AMENDMENTS TO DEFENSE RESEARCH AND DEVELOPMENT RAPID INNOVATION PROGRAM.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Small Business Matters,175,sec860_amendments_to_defense_research_and_development_rapid_innovation_program.txt
861,ANNUAL REPORTS REGARDING THE SBIR PROGRAM OF THE DEPARTMENT OF DEFENSE.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Small Business Matters,63,sec861_annual_reports_regarding_the_sbir_program_of_the_department_of_defense.txt
862,PAYMENT OF SUBCONTRACTORS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Small Business Matters,379,sec862_payment_of_subcontractors.txt
864,ELIMINATING SELF-CERTIFICATION FOR SERVICE-DISABLED VETERAN-OWNED SMALL BUSINESSES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Small Business Matters,376,sec864_eliminating_self_certification_for_service_disabled_veteran_owned_small_business.txt
865,CONSIDERATION OF THE PAST PERFORMANCE OF AFFILIATE COMPANIES OF SMALL BUSINESS CONCERNS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Small Business Matters,86,sec865_consideration_of_the_past_performance_of_affiliate_companies_of_small_business_c.txt
871,EXTENSION OF MISSION MANAGEMENT PILOT PROGRAM.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Other Matters,336,sec871_extension_of_mission_management_pilot_program.txt
872,EXTENSION OF PILOT PROGRAM TO INCENTIVIZE CONTRACTING WITH EMPLOYEE-OWNED BUSINESSES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Other Matters,220,sec872_extension_of_pilot_program_to_incentivize_contracting_with_employee_owned_busine.txt
873,PROGRAM AND PROCESSES RELATING TO FOREIGN ACQUISITION.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Other Matters,779,sec873_program_and_processes_relating_to_foreign_acquisition.txt
874,PILOT PROGRAM TO INCENTIVIZE PROGRESS PAYMENTS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Other Matters,527,sec874_pilot_program_to_incentivize_progress_payments.txt
875,STUDY ON REDUCING BARRIERS TO ACQUISITION OF COMMERCIAL PRODUCTS AND SERVICES.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",Other Matters,230,sec875_study_on_reducing_barriers_to_acquisition_of_commercial_products_and_services.txt
901,CONFORMING AMENDMENTS TO CARRY OUT ELIMINATION OF POSITION OF CHIEF MANAGEMENT OFFICER.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,677,sec901_conforming_amendments_to_carry_out_elimination_of_position_of_chief_management_o.txt
902,MODIFICATION OF RESPONSIBILITIES OF DIRECTOR OF COST ASSESSMENT AND PROGRAM EVALUATION.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,1378,sec902_modification_of_responsibilities_of_director_of_cost_assessment_and_program_eval.txt
903,ESTABLISHMENT OF OFFICE OF STRATEGIC CAPITAL.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,1829,sec903_establishment_of_office_of_strategic_capital.txt
149,10 USC 149 .  Office of Strategic Capital,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,511,sec149_10_usc_149_office_of_strategic_capital.txt
904,ESTABLISHMENT AND ASSIGNMENT OF ROLES AND RESPONSIBILITIES FOR COMBINED JOINT ALL-DOMAIN COMMAND AND CONTROL IN SUPPORT OF INTEGRATED JOINT WARFIGHTING.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,407,sec904_establishment_and_assignment_of_roles_and_responsibilities_for_combined_joint_al.txt
905,PRINCIPAL DEPUTY ASSISTANT SECRETARIES TO SUPPORT ASSISTANT SECRETARY OF DEFENSE FOR SPECIAL OPERATIONS AND LOW INTENSITY CONFLICT.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Office of the Secretary of Defense and Related Matters,106,sec905_principal_deputy_assistant_secretaries_to_support_assistant_secretary_of_defense.txt
911,ADDITIONAL REQUIREMENTS UNDER GENERAL POLICY FOR TOTAL FORCE MANAGEMENT.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,114,sec911_additional_requirements_under_general_policy_for_total_force_management.txt
912,ADDITION OF COLLEGE OF INTERNATIONAL SECURITY AFFAIRS TO NATIONAL DEFENSE UNIVERSITY.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,53,sec912_addition_of_college_of_international_security_affairs_to_national_defense_univer.txt
913,CODIFICATION OF THE DEFENSE INNOVATION UNIT.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,1451,sec913_codification_of_the_defense_innovation_unit.txt
4127,10 USC 4127 .  Defense innovation unit,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,901,sec4127_10_usc_4127_defense_innovation_unit.txt
915,ELIGIBILITY OF MEMBERS OF SPACE FORCE FOR INSTRUCTION AT THE NAVAL POSTGRADUATE SCHOOL.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,68,sec915_eligibility_of_members_of_space_force_for_instruction_at_the_naval_postgraduate_.txt
916,MEMBERSHIP OF THE AIR FORCE RESERVE FORCES POLICY COMMITTEE.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,144,sec916_membership_of_the_air_force_reserve_forces_policy_committee.txt
917,MODIFICATION OF CROSS-FUNCTIONAL TEAM TO ADDRESS EMERGING THREAT RELATING TO ANOMALOUS HEALTH INCIDENTS.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,333,sec917_modification_of_cross_functional_team_to_address_emerging_threat_relating_to_ano.txt
918,TECHNOLOGY RELEASE AND FOREIGN DISCLOSURE REFORM INITIATIVE.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,860,sec918_technology_release_and_foreign_disclosure_reform_initiative.txt
919,SOFTWARE-BASED CAPABILITY TO FACILITATE SCHEDULING BETWEEN THE DEPARTMENT OF DEFENSE AND CONGRESS.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,89,sec919_software_based_capability_to_facilitate_scheduling_between_the_department_of_def.txt
920,METRICS TO OPERATIONALIZE AUDIT READINESS.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,336,sec920_metrics_to_operationalize_audit_readiness.txt
921,NEXT GENERATION BUSINESS HEALTH METRICS.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,319,sec921_next_generation_business_health_metrics.txt
922,INDEPENDENT ASSESSMENT OF DEFENSE BUSINESS ENTERPRISE ARCHITECTURE.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,344,sec922_independent_assessment_of_defense_business_enterprise_architecture.txt
923,FUTURE FORCE DESIGN OF THE DEPARTMENT OF THE AIR FORCE.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,263,sec923_future_force_design_of_the_department_of_the_air_force.txt
924,FEASIBILITY STUDY ON THE CONSOLIDATION OR TRANSFER OF SPACE FUNCTIONS OF THE NATIONAL GUARD TO THE SPACE FORCE.,DEPARTMENT OF DEFENSE ORGANIZATION AND MANAGEMENT,Other Department of Defense Organization and Management Matters,422,sec924_feasibility_study_on_the_consolidation_or_transfer_of_space_functions_of_the_nat.txt
1001,GENERAL TRANSFER AUTHORITY.,GENERAL PROVISIONS,Financial Matters,267,sec1001_general_transfer_authority.txt
1002,ANNUAL REPORT ON BUDGET PRIORITIZATION BY SECRETARY OF DEFENSE AND MILITARY DEPARTMENTS.,GENERAL PROVISIONS,Financial Matters,327,sec1002_annual_report_on_budget_prioritization_by_secretary_of_defense_and_military_depa.txt
222e,"10 USC 222e .  Programs, projects, and activities that were internally changed in the submission of the President’s budget: annual report",GENERAL PROVISIONS,Financial Matters,288,sec222e_10_usc_222e_programs_projects_and_activities_that_were_internally_changed_in_the.txt
1003,ADDITIONAL REPORTING REQUIREMENTS RELATED TO UNFUNDED PRIORITIES OF ARMED FORCES AND COMBATANT COMMANDS.,GENERAL PROVISIONS,Financial Matters,100,sec1003_additional_reporting_requirements_related_to_unfunded_priorities_of_armed_forces.txt
1004,AUDIT REQUIREMENT FOR DEPARTMENT OF DEFENSE COMPONENTS.,GENERAL PROVISIONS,Financial Matters,129,sec1004_audit_requirement_for_department_of_defense_components.txt
1005,REQUIREMENT FOR UNQUALIFIED OPINION ON DEPARTMENT OF DEFENSE FINANCIAL STATEMENTS.,GENERAL PROVISIONS,Financial Matters,51,sec1005_requirement_for_unqualified_opinion_on_department_of_defense_financial_statement.txt
1013,DISRUPTION OF FENTANYL TRAFFICKING.,GENERAL PROVISIONS,Counterdrug Activities,714,sec1013_disruption_of_fentanyl_trafficking.txt
1015,MODIFICATIONS TO ANNUAL NAVAL VESSEL CONSTRUCTION PLAN.,GENERAL PROVISIONS,Naval Vessels and Shipyards,154,sec1015_modifications_to_annual_naval_vessel_construction_plan.txt
1016,CRITICAL COMPONENTS OF NATIONAL SEA-BASED DETERRENCE VESSELS.,GENERAL PROVISIONS,Naval Vessels and Shipyards,84,sec1016_critical_components_of_national_sea_based_deterrence_vessels.txt
1017,GRANTS FOR IMPROVEMENT OF NAVY SHIP REPAIR OR ALTERATIONS CAPABILITY.,GENERAL PROVISIONS,Naval Vessels and Shipyards,807,sec1017_grants_for_improvement_of_navy_ship_repair_or_alterations_capability.txt
2219,10 USC 2219 .  Grants for improvement of Navy ship repair or alterations capability,GENERAL PROVISIONS,Naval Vessels and Shipyards,770,sec2219_10_usc_2219_grants_for_improvement_of_navy_ship_repair_or_alterations_capability.txt
1019,RESPONSIBILITY OF COMMANDANT OF THE MARINE CORPS WITH RESPECT TO NAVAL BATTLE FORCE SHIP ASSESSMENT AND REQUIREMENT REPORTING.,GENERAL PROVISIONS,Naval Vessels and Shipyards,82,sec1019_responsibility_of_commandant_of_the_marine_corps_with_respect_to_naval_battle_fo.txt
1020,POLICY OF THE UNITED STATES ON SHIPBUILDING DEFENSE INDUSTRIAL BASE.,GENERAL PROVISIONS,Naval Vessels and Shipyards,141,sec1020_policy_of_the_united_states_on_shipbuilding_defense_industrial_base.txt
1021,PROHIBITION ON RETIREMENT OF CERTAIN NAVAL VESSELS.,GENERAL PROVISIONS,Naval Vessels and Shipyards,65,sec1021_prohibition_on_retirement_of_certain_naval_vessels.txt
1022,AUTHORITY TO USE INCREMENTAL FUNDING TO ENTER INTO A CONTRACT FOR THE ADVANCE PROCUREMENT AND CONSTRUCTION OF A SAN ANTONIO-CLASS AMPHIBIOUS SHIP.,GENERAL PROVISIONS,Naval Vessels and Shipyards,151,sec1022_authority_to_use_incremental_funding_to_enter_into_a_contract_for_the_advance_pr.txt
1023,AUTHORITY TO USE INCREMENTAL FUNDING TO ENTER INTO A CONTRACT FOR THE ADVANCE PROCUREMENT AND CONSTRUCTION OF A SUBMARINE TENDER.,GENERAL PROVISIONS,Naval Vessels and Shipyards,143,sec1023_authority_to_use_incremental_funding_to_enter_into_a_contract_for_the_advance_pr.txt
1024,BIANNUAL BRIEFINGS ON SUBMARINE READINESS.,GENERAL PROVISIONS,Naval Vessels and Shipyards,305,sec1024_biannual_briefings_on_submarine_readiness.txt
1031,"EXTENSION OF PROHIBITION ON USE OF FUNDS FOR TRANSFER OR RELEASE OF INDIVIDUALS DETAINED AT UNITED STATES NAVAL STATION, GUANTANAMO BAY, CUBA, TO THE UNITED STATES.",GENERAL PROVISIONS,Counterterrorism,101,sec1031_extension_of_prohibition_on_use_of_funds_for_transfer_or_release_of_individuals_.txt
1032,"EXTENSION OF PROHIBITION ON USE OF FUNDS TO CONSTRUCT OR MODIFY FACILITIES IN THE UNITED STATES TO HOUSE DETAINEES TRANSFERRED FROM UNITED STATES NAVAL STATION, GUANTANAMO BAY, CUBA.",GENERAL PROVISIONS,Counterterrorism,100,sec1032_extension_of_prohibition_on_use_of_funds_to_construct_or_modify_facilities_in_th.txt
1033,"EXTENSION OF PROHIBITION ON USE OF FUNDS FOR TRANSFER OR RELEASE OF INDIVIDUALS DETAINED AT UNITED STATES NAVAL STATION, GUANTANAMO BAY, CUBA, TO CERTAIN COUNTRIES.",GENERAL PROVISIONS,Counterterrorism,97,sec1033_extension_of_prohibition_on_use_of_funds_for_transfer_or_release_of_individuals_.txt
1034,"EXTENSION OF PROHIBITION ON USE OF FUNDS TO CLOSE OR RELINQUISH CONTROL OF UNITED STATES NAVAL STATION, GUANTANAMO BAY, CUBA.",GENERAL PROVISIONS,Counterterrorism,85,sec1034_extension_of_prohibition_on_use_of_funds_to_close_or_relinquish_control_of_unite.txt
1041,LIMITATION ON AVAILABILITY OF CERTAIN FUNDS UNTIL SUBMISSION OF CHAIRMAN’S RISK ASSESSMENT; BRIEFING REQUIREMENT.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,450,sec1041_limitation_on_availability_of_certain_funds_until_submission_of_chairmans_risk_a.txt
1042,ASSISTANCE IN SUPPORT OF DEPARTMENT OF DEFENSE ACCOUNTING FOR MISSING UNITED STATES GOVERNMENT PERSONNEL.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,371,sec1042_assistance_in_support_of_department_of_defense_accounting_for_missing_united_sta.txt
1043,"IMPLEMENTATION OF ARRANGEMENTS TO BUILD TRANSPARENCY, CONFIDENCE, AND SECURITY.",GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,82,sec1043_implementation_of_arrangements_to_build_transparency_confidence_and_security.txt
1044,MODIFICATION TO DEFINITIONS OF CONFUCIUS INSTITUTE.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,228,sec1044_modification_to_definitions_of_confucius_institute.txt
1045,TERMINATION OF AUTHORITY TO ISSUE WAIVER OF LIMITATION ON USE OF FUNDS TO INSTITUTIONS OF HIGHER EDUCATION HOSTING CONFUCIUS INSTITUTES.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,95,sec1045_termination_of_authority_to_issue_waiver_of_limitation_on_use_of_funds_to_instit.txt
1046,VETTING PROCEDURES AND MONITORING REQUIREMENTS FOR ALLIES AND PARTNERS PARTICIPATING IN EDUCATION OR TRAINING ACTIVITIES IN THE UNITED STATES.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,821,sec1046_vetting_procedures_and_monitoring_requirements_for_allies_and_partners_participa.txt
1047,AUTHORITY TO INCLUDE FUNDING REQUESTS FOR THE CHEMICAL AND BIOLOGICAL DEFENSE PROGRAM IN BUDGET ACCOUNTS OF MILITARY DEPARTMENTS.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,66,sec1047_authority_to_include_funding_requests_for_the_chemical_and_biological_defense_pr.txt
1048,LIMITATION ON AVAILABILITY OF FUNDS UNTIL DELIVERY OF REPORT ON NEXT GENERATION TACTICAL COMMUNICATIONS.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,383,sec1048_limitation_on_availability_of_funds_until_delivery_of_report_on_next_generation_.txt
1049,ESTABLISHMENT OF PROCEDURE OF THE DEPARTMENT OF DEFENSE TO DETERMINE CERTAIN COMPLAINTS OR REQUESTS REGARDING PUBLIC DISPLAYS OR PUBLIC EXPRESSIONS OF RELIGION ON PROPERTY OF THE DEPARTMENT.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,411,sec1049_establishment_of_procedure_of_the_department_of_defense_to_determine_certain_com.txt
1050,LIMITATION ON AVAILABILITY OF FUNDS FOR DESTRUCTION OF LANDMINES.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,523,sec1050_limitation_on_availability_of_funds_for_destruction_of_landmines.txt
1051,LIMITATION ON AVAILABILITY OF FUNDS FOR TRAVEL EXPENSES OF OFFICE OF THE SECRETARY OF DEFENSE UNTIL SUBMISSION OF CERTAIN PLANS.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,177,sec1051_limitation_on_availability_of_funds_for_travel_expenses_of_office_of_the_secreta.txt
1052,PROHIBITION ON DISPLAY OF UNAPPROVED FLAGS.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,488,sec1052_prohibition_on_display_of_unapproved_flags.txt
1053,COLLABORATION WITH PARTNER COUNTRIES TO DEVELOP AND MAINTAIN MILITARY-WIDE TRANSFORMATIONAL STRATEGIES FOR OPERATIONAL ENERGY.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,239,sec1053_collaboration_with_partner_countries_to_develop_and_maintain_military_wide_trans.txt
1054,STUDENT LOAN DEFERMENT FOR DISLOCATED MILITARY SPOUSES.,GENERAL PROVISIONS,Miscellaneous Authorities and Limitations,450,sec1054_student_loan_deferment_for_dislocated_military_spouses.txt
1061,MODIFICATIONS OF REPORTING REQUIREMENTS.,GENERAL PROVISIONS,Studies and Reports,1063,sec1061_modifications_of_reporting_requirements.txt
1062,EXTENSION OF REQUIREMENT TO SUBMIT A REPORT ON DEPARTMENT OF DEFENSE SUPPORT FOR DEPARTMENT OF HOMELAND SECURITY AT THE INTERNATIONAL BORDERS OF THE UNITED STATES.,GENERAL PROVISIONS,Studies and Reports,68,sec1062_extension_of_requirement_to_submit_a_report_on_department_of_defense_support_for.txt
1063,BRIEFING ON DEFENSE POW/MIA ACCOUNTING AGENCY CAPABILITIES REQUIRED TO EXPAND ACCOUNTING FOR PERSONS MISSING FROM DESIGNATED PAST CONFLICTS.,GENERAL PROVISIONS,Studies and Reports,138,sec1063_briefing_on_defense_powmia_accounting_agency_capabilities_required_to_expand_acc.txt
1064,AIR FORCE PLAN FOR MAINTAINING PROFICIENT AIRCREWS IN CERTAIN MISSION AREAS.,GENERAL PROVISIONS,Studies and Reports,417,sec1064_air_force_plan_for_maintaining_proficient_aircrews_in_certain_mission_areas.txt
1065,INDEPENDENT STUDY ON NAVAL MINE WARFARE.,GENERAL PROVISIONS,Studies and Reports,283,sec1065_independent_study_on_naval_mine_warfare.txt
1066,ANNUAL REPORT AND BRIEFING ON IMPLEMENTATION OF FORCE DESIGN 2030.,GENERAL PROVISIONS,Studies and Reports,922,sec1066_annual_report_and_briefing_on_implementation_of_force_design_2030.txt
1067,STUDY AND REPORT ON POTENTIAL INCLUSION OF BLACK BOX DATA RECORDERS IN TACTICAL VEHICLES.,GENERAL PROVISIONS,Studies and Reports,122,sec1067_study_and_report_on_potential_inclusion_of_black_box_data_recorders_in_tactical_.txt
1068,PLAN ON COUNTERING HUMAN TRAFFICKING.,GENERAL PROVISIONS,Studies and Reports,274,sec1068_plan_on_countering_human_trafficking.txt
1069,UPDATE TO STRATEGIC PLAN ON DEPARTMENT OF DEFENSE COMBATING TRAFFICKING IN PERSONS PROGRAM.,GENERAL PROVISIONS,Studies and Reports,352,sec1069_update_to_strategic_plan_on_department_of_defense_combating_trafficking_in_perso.txt
1070,REPORT ON USE OF TACTICAL FIGHTER AIRCRAFT FOR DEPLOYMENTS AND HOMELAND DEFENSE MISSIONS.,GENERAL PROVISIONS,Studies and Reports,384,sec1070_report_on_use_of_tactical_fighter_aircraft_for_deployments_and_homeland_defense_.txt
1071,REPORT ON EQUIPPING CERTAIN GROUND COMBAT UNITS WITH SMALL UNMANNED AERIAL SYSTEMS.,GENERAL PROVISIONS,Studies and Reports,233,sec1071_report_on_equipping_certain_ground_combat_units_with_small_unmanned_aerial_syste.txt
1072,BIANNUAL BRIEFINGS ON HOMELAND DEFENSE PLANNING.,GENERAL PROVISIONS,Studies and Reports,290,sec1072_biannual_briefings_on_homeland_defense_planning.txt
1073,"REPORT ON EFFECTIVENESS OF CURRENT USE OF UNITED STATES NAVAL STATION, GUANTANAMO BAY, CUBA.",GENERAL PROVISIONS,Studies and Reports,195,sec1073_report_on_effectiveness_of_current_use_of_united_states_naval_station_guantanamo.txt
1074,HOLISTIC TRAINING RANGE ASSESSMENT.,GENERAL PROVISIONS,Studies and Reports,675,sec1074_holistic_training_range_assessment.txt
1075,SPECIAL OPERATIONS FORCE STRUCTURE.,GENERAL PROVISIONS,Studies and Reports,567,sec1075_special_operations_force_structure.txt
1076,COMPREHENSIVE ASSESSMENT OF MARINE CORPS FORCE DESIGN 2030.,GENERAL PROVISIONS,Studies and Reports,771,sec1076_comprehensive_assessment_of_marine_corps_force_design_2030.txt
