section_number,title,division,word_count,headline,prediction_short,fraction_ai,fraction_ai_assisted,fraction_human,total_segments,num_ai_segments,num_ai_assisted_segments,num_human_segments,reliability
1628,REPORT ON THE EXPANDED PURVIEW OF THE DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",226,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1625,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY ACTIVITIES ON FACILITATING ACCESS TO LOCAL CRIMINAL RECORDS HISTORICAL DATA.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",419,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1626,SURVEY AND REPORT ON ALIGNMENT OF INTELLIGENCE COLLECTIONS CAPABILITIES AND ACTIVITIES WITH DEPARTMENT OF DEFENSE REQUIREMENTS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",949,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
1631,MATTERS RELATING TO MILITARY OPERATIONS IN THE INFORMATION ENVIRONMENT.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",1976,Fully Human Written,Human,0.0000,0.0000,1.0000,6,0,0,6,high
1634,QUARTERLY ASSESSMENTS OF THE READINESS OF CYBER MISSION FORCES.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",351,,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1641,ROLE OF CHIEF INFORMATION OFFICER IN IMPROVING ENTERPRISE-WIDE CYBERSECURITY.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",369,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1644,ANNUAL MILITARY CYBERSPACE OPERATIONS REPORT.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",247,,Human,0.0000,0.0000,1.0000,0,0,0,0,low
1647,USE OF NATIONAL SECURITY AGENCY CYBERSECURITY EXPERTISE TO SUPPORT EVALUATION OF COMMERCIAL CYBERSECURITY PRODUCTS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",310,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1653,STUDY ON IMPROVING CYBER CAREER PATHS IN THE NAVY.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",359,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1656,"STUDY TO DETERMINE THE OPTIMAL STRATEGY FOR STRUCTURING AND MANNING ELEMENTS OF THE JOINT FORCE HEADQUARTERS–CYBER ORGANIZATIONS, JOINT MISSION OPERATIONS CENTERS, AND CYBER OPERATIONS–INTEGRATED PLANNING ELEMENTS.","STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",354,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1642,NOTIFICATION OF DELEGATION OF AUTHORITIES TO THE SECRETARY OF DEFENSE FOR MILITARY OPERATIONS IN CYBERSPACE.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",439,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1646,CONTROL AND ANALYSIS OF DEPARTMENT OF DEFENSE DATA STOLEN THROUGH CYBERSPACE.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",389,Fully Human Written,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1648,FRAMEWORK TO ENHANCE CYBERSECURITY OF THE UNITED STATES DEFENSE INDUSTRIAL BASE.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",1108,Fully Human Written,Human,0.0000,0.0000,1.0000,4,0,0,4,medium
1651,REORIENTATION OF BIG DATA PLATFORM PROGRAM.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",867,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
1652,ZERO-BASED REVIEW OF DEPARTMENT OF DEFENSE CYBER AND INFORMATION TECHNOLOGY PERSONNEL.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",1007,Fully Human Written,Human,0.0000,0.0000,1.0000,4,0,0,4,medium
1655,STUDY ON FUTURE CYBER WARFIGHTING CAPABILITIES OF DEPARTMENT OF DEFENSE.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",686,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1657,CYBER GOVERNANCE STRUCTURES AND PRINCIPAL CYBER ADVISORS ON MILITARY CYBER FORCE MATTERS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",1067,Fully Human Written,Human,0.0000,0.0000,1.0000,4,0,0,4,medium
1659,CONSORTIA OF UNIVERSITIES TO ADVISE SECRETARY OF DEFENSE ON CYBERSECURITY MATTERS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",555,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
165,F–35 SUSTAINMENT COST.,PROCUREMENT,248,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
166,REPORTS ON THE PROGRESS AND PERFORMANCE OF THE F–35 AIRCRAFT PROGRAM.,PROCUREMENT,328,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
168,LIMITATION ON AVAILABILITY OF FUNDS FOR COMMUNICATIONS SYSTEMS LACKING CERTAIN RESILIENCY FEATURES.,PROCUREMENT,258,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1660,"JOINT ASSESSMENT OF DEPARTMENT OF DEFENSE CYBER RED TEAM CAPABILITIES, CAPACITY, DEMAND, AND REQUIREMENTS.","STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",340,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
397,10 USC 397 .  Principal Information Operations Advisor,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",336,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1671,REPORTS ON DEVELOPMENT OF GROUND-BASED STRATEGIC DETERRENT WEAPON.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",372,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1674,INDEPENDENT STUDY ON RISKS OF NUCLEAR TERRORISM AND NUCLEAR WAR.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",268,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1675,REPORT ON MILITARY-TO-MILITARY DIALOGUE TO REDUCE RISKS OF MISCALCULATION LEADING TO NUCLEAR WAR.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",278,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1676,REPORT ON NUCLEAR FORCES OF THE UNITED STATES AND NEAR-PEER COUNTRIES.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",316,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1678,REPORT ON OPERATION OF CONVENTIONAL FORCES OF CERTAIN COMBATANT COMMANDS UNDER EMPLOYMENT OR THREAT OF EMPLOYMENT OF NUCLEAR WEAPONS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",235,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1679,"BRIEFINGS ON PLAN FOR FUTURE-SYSTEMS-LEVEL ARCHITECTURE OF NUCLEAR COMMAND, CONTROL, AND COMMUNICATIONS SYSTEMS.","STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",338,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1673,INDEPENDENT STUDY ON POLICY OF NO-FIRST-USE OF NUCLEAR WEAPONS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",435,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
167,OTHER REPORTS ON THE F–35 AIRCRAFT PROGRAM.,PROCUREMENT,575,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1681,NATIONAL MISSILE DEFENSE POLICY.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",246,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1686,LIMITATION ON AVAILABILITY OF FUNDS FOR LOWER TIER AIR AND MISSILE DEFENSE SENSOR.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",326,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1691,MISSILE DEFENSE INTERCEPTOR SITE IN CONTIGUOUS UNITED STATES.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",274,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1683,DEVELOPMENT OF HYPERSONIC AND BALLISTIC MISSILE TRACKING SPACE SENSOR PAYLOAD.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",476,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1685,IRON DOME SHORT-RANGE ROCKET DEFENSE SYSTEM AND ISRAELI COOPERATIVE MISSILE DEFENSE PROGRAM CO-DEVELOPMENT AND CO-PRODUCTION.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",972,Fully Human Written,Human,0.0000,0.0000,1.0000,4,0,0,4,medium
1687,PLAN FOR THE REDESIGNED KILL VEHICLE REPLACEMENT.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",552,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1688,"ORGANIZATION, AUTHORITIES, AND BILLETS OF THE MISSILE DEFENSE AGENCY.","STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",612,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1698,PROHIBITION ON AVAILABILITY OF FUNDS FOR CERTAIN OFFENSIVE GROUND-LAUNCHED BALLISTIC OR CRUISE MISSILE SYSTEMS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",390,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1699,HARD AND DEEPLY BURIED TARGETS.,"STRATEGIC PROGRAMS, CYBER, AND INTELLIGENCE MATTERS",255,Fully Human Written,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1701,MODIFICATION OF ANNUAL REPORTING REQUIREMENTS ON DEFENSE MANPOWER.,REPORTS AND OTHER MATTERS,533,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1702,TERMINATION OF REQUIREMENT FOR SUBMITTAL TO CONGRESS OF CERTAIN RECURRING REPORTS.,REPORTS AND OTHER MATTERS,491,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1706,REPORT ON THE DEPARTMENT OF DEFENSE PLAN FOR MASS-CASUALTY DISASTER RESPONSE OPERATIONS IN THE ARCTIC.,REPORTS AND OTHER MATTERS,471,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1708,REPORT AND BRIEFING ON IMPLEMENTATION OF NATIONAL DEFENSE STRATEGY.,REPORTS AND OTHER MATTERS,628,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1709,ACTIONS TO INCREASE ANALYTIC SUPPORT.,REPORTS AND OTHER MATTERS,321,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1714,ARMY AVIATION STRATEGIC PLAN AND MODERNIZATION ROADMAP.,REPORTS AND OTHER MATTERS,243,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1715,REPORT ON GROUND-BASED LONG-RANGE ARTILLERY TO COUNTER LAND AND MARITIME THREATS.,REPORTS AND OTHER MATTERS,236,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1716,INDEPENDENT REVIEW OF TRANSPORTATION WORKING-CAPITAL FUND.,REPORTS AND OTHER MATTERS,238,,Human,0.0000,0.0000,1.0000,0,0,0,0,low
1718,REPORT ON BACKLOG OF PERSONNEL SECURITY CLEARANCE ADJUDICATIONS.,REPORTS AND OTHER MATTERS,285,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1722,REPORT ON TRANSFERS OF EQUIPMENT TO PROHIBITED ENTITIES.,REPORTS AND OTHER MATTERS,333,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1723,ANNUAL REPORT ON STRIKES UNDERTAKEN BY THE UNITED STATES AGAINST TERRORIST TARGETS OUTSIDE AREAS OF ACTIVE HOSTILITIES.,REPORTS AND OTHER MATTERS,250,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1711,ANNUAL REPORT ON JOINT MILITARY INFORMATION SUPPORT OPERATIONS WEB OPERATIONS CENTER.,REPORTS AND OTHER MATTERS,494,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1712,MOBILITY CAPABILITY REQUIREMENTS STUDY.,REPORTS AND OTHER MATTERS,715,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
1713,ASSESSMENT OF SPECIAL OPERATIONS FORCE STRUCTURE.,REPORTS AND OTHER MATTERS,450,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1721,"ASSESSMENT OF STANDARDS, PROCESSES, PROCEDURES, AND POLICY RELATING TO CIVILIAN CASUALTIES.",REPORTS AND OTHER MATTERS,440,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1724,REVIEW AND ASSESSMENT OF MITIGATION OF MILITARY HELICOPTER NOISE.,REPORTS AND OTHER MATTERS,289,Fully Human Written,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1738,NATIONAL COMMISSION ON MILITARY AVIATION SAFETY.,REPORTS AND OTHER MATTERS,273,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1744,OVERSIGHT OF DEPARTMENT OF DEFENSE EXECUTE ORDERS.,REPORTS AND OTHER MATTERS,327,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1757,IMPROVING QUALITY OF INFORMATION IN BACKGROUND INVESTIGATION REQUEST PACKAGES.,REPORTS AND OTHER MATTERS,370,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1758,PAROLE IN PLACE FOR MEMBERS OF THE ARMED FORCES AND CERTAIN MILITARY DEPENDENTS.,REPORTS AND OTHER MATTERS,258,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1759,REPORT ON REDUCING THE BACKLOG IN LEGALLY REQUIRED HISTORICAL DECLASSIFICATION OBLIGATIONS OF THE DEPARTMENT OF DEFENSE.,REPORTS AND OTHER MATTERS,295,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
5725,IDENTIFICATION OF AND COUNTERMEASURES AGAINST CERTAIN INTERNATIONAL MOBILE SUBSCRIBER IDENTITY-CATCHERS.,REPORTS AND OTHER MATTERS,336,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1740,ELECTROMAGNETIC PULSES AND GEOMAGNETIC DISTURBANCES.,REPORTS AND OTHER MATTERS,2204,Fully Human Written,Human,0.0000,0.0000,1.0000,7,0,0,7,high
1741,IMPROVEMENTS TO MANUFACTURING USA PROGRAM.,REPORTS AND OTHER MATTERS,4795,Fully Human Written,Human,0.0000,0.0000,1.0000,15,0,0,15,high
1742,REGIONAL INNOVATION PROGRAM.,REPORTS AND OTHER MATTERS,1585,Fully Human Written,Human,0.0000,0.0000,1.0000,5,0,0,5,medium
1746,SECURING AMERICAN SCIENCE AND TECHNOLOGY.,REPORTS AND OTHER MATTERS,1530,Fully Human Written,Human,0.0000,0.0000,1.0000,5,0,0,5,medium
1748,SPECIAL FEDERAL AVIATION REGULATION WORKING GROUP.,REPORTS AND OTHER MATTERS,576,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1751,SUPPORT FOR WORLD LANGUAGE ADVANCEMENT AND READINESS.,REPORTS AND OTHER MATTERS,495,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1752,DESIGNATION OF DEPARTMENT OF DEFENSE STRATEGIC ARCTIC PORTS.,REPORTS AND OTHER MATTERS,682,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
1753,INDEPENDENT STUDIES REGARDING POTENTIAL COST SAVINGS WITH RESPECT TO THE NUCLEAR SECURITY ENTERPRISE AND FORCE STRUCTURE .,REPORTS AND OTHER MATTERS,379,Fully Human Written,Human,0.0000,0.0000,1.0000,1,0,0,1,low
1754,COMPREHENSIVE DEPARTMENT OF DEFENSE POLICY ON COLLECTIVE SELF-DEFENSE.,REPORTS AND OTHER MATTERS,729,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
1756,INTEGRATED PUBLIC ALERT AND WARNING SYSTEM.,REPORTS AND OTHER MATTERS,2148,Fully Human Written,Human,0.0000,0.0000,1.0000,7,0,0,7,high
19A,"SPECIAL RULES FOR CERTAIN INDIVIDUALS INJURED BY REASON OF WAR, INSURGENCY, HOSTILE ACT, TERRORIST ACTIVITIES, OR INCIDENTS DESIGNATED BY THE DIRECTOR.",MATTERS RELATING TO ELEMENTS OF THE INTELLIGENCE COMMUNITY,566,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
201B,SANCTIONS WITH RESPECT TO FOREIGN FINANCIAL INSTITUTIONS THAT PROVIDE FINANCIAL SERVICES TO CERTAIN SANCTIONED PERSONS.,Otto Warmbier North Korea Nuclear Sanctions and Enforcement Act of 2019. SANCTIONS WITH RESPECT TO NORTH KOREA,613,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
201C,PROHIBITION ON TRANSACTIONS WITH CERTAIN SANCTIONED PERSONS BY PERSONS OWNED OR CONTROLLED BY UNITED STATES FINANCIAL INSTITUTIONS.,Otto Warmbier North Korea Nuclear Sanctions and Enforcement Act of 2019. SANCTIONS WITH RESPECT TO NORTH KOREA,340,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
7146,BRIEFING ON PROLIFERATION FINANCING.,Otto Warmbier North Korea Nuclear Sanctions and Enforcement Act of 2019. SANCTIONS WITH RESPECT TO NORTH KOREA,252,,Human,0.0000,0.0000,1.0000,0,0,0,0,low
73,OPPOSITION TO ASSISTANCE FOR ANY GOVERNMENT THAT FAILS TO IMPLEMENT SANCTIONS ON NORTH KOREA.,Otto Warmbier North Korea Nuclear Sanctions and Enforcement Act of 2019. SANCTIONS WITH RESPECT TO NORTH KOREA,246,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
207,RIGHTS AND PROTECTIONS RELATING TO CRIMINAL HISTORY INQUIRIES.,CIVILIAN PERSONNEL MATTERS,524,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2101,AUTHORIZED ARMY CONSTRUCTION AND LAND ACQUISITION PROJECTS.,ARMY MILITARY CONSTRUCTION,410,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
211,"PROGRAM ON ENHANCEMENT OF PREPARATION OF DEPENDENTS OF MEMBERS OF ARMED FORCES FOR CAREERS IN SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS.","RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",431,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
213,ESTABLISHMENT OF JOINT RESERVE DETACHMENT OF THE DEFENSE INNOVATION UNIT.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",589,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
216,JOINT HYPERSONICS TRANSITION OFFICE.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",466,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
217,MODIFICATION OF PROOF OF CONCEPT COMMERCIALIZATION PROGRAM.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",375,,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2192b,"10 USC 2192b .  Program on enhancement of preparation of dependents of members of armed forces for careers in science, technology, engineering, and mathematics","RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",294,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
225,"DEVELOPMENT AND ACQUISITION STRATEGY TO PROCURE SECURE, LOW PROBABILITY OF DETECTION DATA LINK NETWORK CAPABILITY.","RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",372,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
226,ESTABLISHMENT OF SECURE NEXT-GENERATION WIRELESS NETWORK (5G) INFRASTRUCTURE FOR THE NEVADA TEST AND TRAINING RANGE AND BASE INFRASTRUCTURE.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",354,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
232,PROCESS TO ALIGN POLICY FORMULATION AND EMERGING TECHNOLOGY DEVELOPMENT.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",344,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
2201,AUTHORIZED NAVY CONSTRUCTION AND LAND ACQUISITION PROJECTS.,NAVY MILITARY CONSTRUCTION,475,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
220,MODIFICATION OF DEFENSE QUANTUM INFORMATION SCIENCE AND TECHNOLOGY RESEARCH AND DEVELOPMENT PROGRAM.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",637,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
222,ADVISORY ROLE OF JASON SCIENTIFIC ADVISORY GROUP.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",797,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
223,DIRECT AIR CAPTURE AND BLUE CARBON REMOVAL TECHNOLOGY PROGRAM.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",988,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
224,REQUIRING DEFENSE MICROELECTRONICS PRODUCTS AND SERVICES MEET TRUSTED SUPPLY CHAIN AND OPERATIONAL SECURITY STANDARDS.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",780,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
227,ADMINISTRATION OF MANUFACTURING INNOVATION INSTITUTES FUNDED BY THE DEPARTMENT OF DEFENSE.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",460,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
229,DIVERSIFICATION OF THE RESEARCH AND ENGINEERING WORKFORCE OF THE DEPARTMENT OF DEFENSE.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",843,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
2301,AUTHORIZED AIR FORCE CONSTRUCTION AND LAND ACQUISITION PROJECTS.,AIR FORCE MILITARY CONSTRUCTION,317,,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2305,MODIFICATION OF AUTHORITIES TO CARRY OUT PHASED JOINT INTELLIGENCE ANALYSIS COMPLEX CONSOLIDATION.,AIR FORCE MILITARY CONSTRUCTION,353,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
230,POLICY ON THE TALENT MANAGEMENT OF DIGITAL EXPERTISE AND SOFTWARE PROFESSIONALS.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",395,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
231,DIGITAL ENGINEERING CAPABILITY TO AUTOMATE TESTING AND EVALUATION.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",1042,Fully Human Written,Human,0.0000,0.0000,1.0000,4,0,0,4,medium
2339,10 USC 2339 .  Prohibition on criminal history inquiries by contractors prior to conditional offer,CIVILIAN PERSONNEL MATTERS,721,Fully Human Written,Human,0.0000,0.0000,1.0000,3,0,0,3,medium
233,IMPROVEMENT OF THE STRATEGIC CAPABILITIES OFFICE OF THE DEPARTMENT OF DEFENSE.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",290,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
237,SENSOR DATA INTEGRATION FOR FIFTH GENERATION AIRCRAFT.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",347,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
240,LIMITATION AND REPORT ON INDIRECT FIRE PROTECTION CAPABILITY INCREMENT 2 CAPABILITY.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",362,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
234,PILOT PROGRAM ON ENHANCED CIVICS EDUCATION.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",538,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2358b,10 USC 2358b .  Joint reserve detachment of the Defense Innovation Unit,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",388,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
235,TECHNOLOGY AND NATIONAL SECURITY FELLOWSHIP.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",617,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2361a,10 USC 2361a .  Extramural acquisition innovation and research activities,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",598,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2401,AUTHORIZED DEFENSE AGENCIES CONSTRUCTION AND LAND ACQUISITION PROJECTS.,DEFENSE AGENCIES MILITARY CONSTRUCTION,308,,Human,0.0000,0.0000,1.0000,2,0,0,2,low
2402,AUTHORIZED ENERGY RESILIENCE AND CONSERVATION INVESTMENT PROGRAM PROJECTS.,DEFENSE AGENCIES MILITARY CONSTRUCTION,246,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
2409a,10 USC 2409a .  Incentives and consideration for qualified training programs,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",254,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
2870,10 USC 2870 .  Use of qualified apprentices by military construction contractors,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",306,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
864,INCENTIVES AND CONSIDERATION FOR QUALIFIED TRAINING PROGRAMS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",329,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
2504a,10 USC 2504a .  Unfunded priorities of the national technology and industrial base: annual report,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",357,,Human,0.0000,0.0000,1.0000,2,0,0,2,low
848,PROHIBITION ON OPERATION OR PROCUREMENT OF FOREIGN-MADE UNMANNED AIRCRAFT SYSTEMS.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",308,,Human,0.0000,0.0000,1.0000,1,0,0,1,low
852,AUTHORIZED OFFICIAL TO CARRY OUT THE PROCUREMENT TECHNICAL ASSISTANCE COOPERATIVE AGREEMENT PROGRAM.,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",234,,Human,0.0000,0.0000,1.0000,0,0,0,0,low
2509,10 USC 2509 .  Modernization of acquisition processes to ensure integrity of industrial base,"ACQUISITION POLICY, ACQUISITION MANAGEMENT, AND RELATED MATTERS",1265,Fully Human Written,Human,0.0000,0.0000,1.0000,5,0,0,5,medium
251,MASTER PLAN FOR IMPLEMENTATION OF AUTHORITIES RELATING TO SCIENCE AND TECHNOLOGY REINVENTION LABORATORIES.,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION",546,Fully Human Written,Human,0.0000,0.0000,1.0000,2,0,0,2,low
